ID,Type,English,Arabic,ChineseSimplified,ChineseTraditional,Danish,Farsi,French,German,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese,Russian,Spanish,Turkish,Ukrainian,,,,
PW01_09_02_01,Text,The thoughts around here seem to have developed some drastic defense mechanisms.,تبدو الأفكار الموجودة هنا قد طورت بعض آليات الدفاع القوية.,这里的思想似乎发展成某种激烈的防御机制。,這裡的想法似乎都發展成某種激進的防禦機制了。,Det ser ud til at tankerne heromkring har udviklet nogle vilde forsvarsmekanismer.,افکار این اطراف انگار مکانیزم های دفاعی خیلی حساسی رشد داده اند.,Les pensées par ici semblent avoir développé des sortes de mécanismes de défense draconiens.,Die Gedanken hier scheinen alle drastische Verteidigungsmechanismen entwickelt zu haben.,Gagasan di sini tampaknya sudah membangun mekanisme pertahanan drastis.,I pensieri sembrano aver sviluppato alcuni meccanismi di difesa molto drastici.,この辺の思考はものすごい防御機能を構築したようだね。,여기에 있는 사고들은 과감한 방어 메커니즘을 만든 것 같다.,Pemikiran di sekitar ini kelihatannya telah membangunkan sedikit mekanisme pertahanan yang drastik.,Najwyraźniej znajdujące się tu myśli wykształciły jakieś drastyczne mechanizmy obronne.,Os pensamentos daqui parecem ter desenvolvido um forte sistema de defesa.,"Кажется, мысли здесь выработали довольно мощные защитные механизмы.",Badirudi hemen inguruko ideiek defentsa mekanismo nahiko zorrotzak garatu dituztela.,Buradaki düşünceler bazı sert savunma mekanizmaları geliştirmiş gibi görünüyor.,"Здається, у місцевих думок з'явився якийсь жахливий захисний механізм.",,,,
PW01_09_03_01,Text,Go say hello!,اذهب ورحب بها!,过去打招呼！,去打招呼!,Gå hen og sig hej!,برو باهاشون صحبت کن!,Va lui dire bonjour !,Sag doch mal Hallo!,Ucapkan halo!,Vai a dire ciao!,こんにちはって言ってきなよ！,가서 인사하고와요!,Pergi katakan helo!,Chodź się przywitać!,"Vá dizer """"oi""""!",Иди и поздоровайся!,Esazu kaixo!,Git ve merhaba de!,Привітайся!,,,,
PW01_10_01_01,Text,Make that shell creature move!,اجعل هذا المخلوق القشري يتحرك!,让有壳生物动动！,讓那個帶殼生物動一動!,Få fart på det skalddyr!,کاری بکن آن جانور لاک دار حرکت کند!,Fais bouger cette créature à coquille !,Bring das Schalenwesen in Bewegung!,Buat makhluk tempurung itu bergerak!,Fai muovere quella creatura con il guscio!,あの殻の生き物を動かして！,그 조개 생명체가 움직이게 해요!,Buat makhluk cengerang itu bergerak!,Wpraw w ruch tego skorupiaka!,Faça a criatura concha se mexer!,Пусть существо в раковине пошевелится!,Lortu ezazu oskol izaki hori mugitzea!,Kabuk yaratıklarını hareket ettir!,Зруш цю істоту з місця!,,,,
PW01_11_02_01,Text,Good thing it's so thick headed!,الجانب الجيد أنه عنيد جدًا!,好消息是，它的头部很厚！,好消息是，它的頭很厚!,Det er en god ting at den er så tykpandet!,خوبیش این است که خیلی مغز کلفت است!,Heureusement qu'elle ait la tête dure !,"Nur gut, dass es so dickschädelig ist!","Baguslah, mahkluk itu terlalu bodoh!",La cosa positiva è che è una testona!,頭部がすごい厚くていいね！,좋은 점은 그것의 머리가 두껍다는 것이지!,Nasib baik kepalanya tebal!,"Dobrze, że jest taki tępy!",Que bom que é tão cabeça dura!,"Хорошо, что оно такое дубоголовое!",Eskerrak burugogorra denari!,O kadar kalın kafalı olması iyi bir şey!,"Добре, що вона така тугодумка!",,,,
PW01_12_01_01,Text,"Look, the despair can't move through the shell!",انظر، لا يستطيع اليأس اختراق قشرته!,看，绝望无法穿过这个壳！,聽我說，絕望無法通過這個殼!,"Se der, rædslen kan ikke komme igennem skalden!",نگاه کن، ناامیدی نمی تواند از لاک رد شود!,"Regarde, le désespoir ne peut pas traverser la coquille !","Schau nur, die Verzweiflung kommt nicht durch die Schale!","Lihat, keputusasaan tidak bisa bergerak di dalam tempurungnya!","Guarda, la disperazione non può passare attraverso il guscio!",見て、絶望は殻を突き抜けていくことはできない！,"봐바, 절망스럽게도 조개를 통해 움직일 수 없어!","Lihat, kehibaan tidak dapat melalui cengkerangnya!","Popatrz, rozpacz nie jest w stanie przedostać się przez skorupę!","Veja, o desespero não consegue se mover pela concha!","Смотри, отчаяние не может перебраться через раковину!","Begira, etsipena ezin da oskolean zehar mugitu!","Bak, umutsuzluk kabukta ilerleyemez!","Глянь, відчай не може рухатися через панцир!",,,,
PW01_13_01_01,Text,What the heck are those?! Flying on the horizon...,ما هذه الأشياء بحق الجحيم؟! إنها ذبابة في الأفق...,那些到底是什么鬼东西？！在地平线上飞翔...,這些到底都是什麼?! 在地平線飛來飛去...,Hva dælen er det?! Ude i horizonten...,اینها دیگر چه زهرماری هستند؟! پرواز در افق...,Qu'est-ce que c'est ?! Qui volent à l'horizon...,Was sind denn die nun schon wieder?! Am Horizont fliegen …,Apa-apaan itu?! Terbang di atas horison...,Che cavolo sono quelle cose?! Volano all’orizzonte...,あれはなんだ？！地平線の上を飛んでいる...,저건 대체 무엇이지?! 수평선 위를 날다...,Apa saja benda tu?! Sedang terbang di ufuk...,Co to jest?! Lecą na horyzoncie...,O que diabos são essas coisas?! Voando no horizonte...,А это еще что за чертовщина? Летит на горизонте...,Zer demontre dira horiek?! Urrunean hegan dabiltza...,O da ne?! Ufukta uçuyor...,Що це за чортівня?! Летить на горизонті...,,,,
PW01_13_02_01,Text,Big flying... uhhh... things?  ,ذبابة كبيرة... آه... تلك الأشياء؟  ,巨大的飞行物... 唔... 之类？ ,大大會飛的...呃...東西?  ,Store flyvende... øhh... ting?,جانوران... اووه... بالدار بزرگ؟  ,Ces gros... euh... machins volants ?  ,Große fliegende … ähhh … Dinge?  ,Benda... uhhh... terbang yang besar?  ,Grandi cose... mmh... volanti?  ,巨大な飛行...う～ん...物体は？  ,큰 날아다니는...어...것들?  ,Benda besar... Uhhh... Sedang terbang?  ,"Wielkie, latające... uhhh... coś?  ",Essas... coisas que voam?  ,Большие летающие... гм... штуки?  ,Gauza handi... ehhh... hegalariak?,Büyük uçan ... uhhh ... şeyler?,Що за такі великі... літаючі... штуки?  ,,,,
PW01_13_03_01,Text,"I've heard about thoughts and ideas trying to get to the councious mind,",لقد سمعت بأمر بعض الخواطر والأفكار تحاول الوصول إلى العقل الإدراكي.,我听说过思想和想法会试着去意识大脑，,我聽說思想和點子試著要進入到內心，,"Jeg har hørt om at tanker og ideer der prøver at kommer op i overbevidstheden,",من چیزهایی درباره افکار و ایده هایی شنیده ام که می خواهند به ضمیر خودآگاه برسند،,"J'ai entendu parler de pensées et d'idées qui essaient d’atteindre l'esprit conscient,","Ich habe davon gehört, dass Gedanken und Ideen den bewussten Verstand zu erreichen versuchen.","Aku pernah mendengar gagasan dan ide berusaha untuk mencapai pikiran sadar,","Ho sentito di pensieri e idee che cercano di raggiungere la mente conscia,",思考やアイデアは意識に入ろうとするって聞いて事がある、,"나는 사고와 아이디어들이 의식의 마음으로 가려는 것에 대해 들었어요,","Saya telah mendengar tentang pemikiran dan idea sedang mencuba memasuki minda yang sedar,","Słyszałem o myślach i pomysłach, które próbują dostać się do świadomego umysłu.",Ouvi falar de pensamentos e ideias que tentam ir para a mente consciente.,"Мне рассказывали про мысли и идеи, которые пытаются добраться до сознания разума","Entzun izan dudanagatik, badaude gogo kontzientera ailegatu nahi duten pentsamendu eta ideiak,","Bilinçli zekaya ulaşmaya çalışan düşünce ve düşünceleri duymuştum,","Мені доводилось чути про думки та ідеї, які намагаються пробитися до свідомості.",,,,
PW01_13_03_02,Text,- getting stuck in the Pathway forever. ,- وأن تعلق في المسار إلى الأبد.,- 永远被困在通道。,- 永遠地困在通路裡。, - men sidder fast i stien forevigt.,- و آن را در مسیر برای همیشه در دام می اندازند.,- et qui restent pour toujours coincées en chemin.,- Und dabei für immer auf dem Pfad steckenbleiben.,- terjebak di jalanan selamanya.,- e restano bloccati nel Sentiero per sempre.,- 経路に永遠に立ち往生している。,- 영원히 통로에 머물러 있습니다.,- terperangkap dalam laluan itu selama-lamanya.,- przez wieki tkwią na Ścieżce.,- preso no caminho para sempre.,- и навечно застревают на этом пути.,- azkenean Bidaxkan harrapaturik gelditzen direnak betirako.,- yolda sonsuza kadar sıkışıp kaldım.,- назавжди залишитись на дорозі.,,,,
PW01_14_01_01,Text,Yikes! I thought we got rid of all the spiders already!,مرحى! كنت أعتقد أننا قد تخلصنا من جميع العناكب بالفعل!,呀！我原以为我们已经驱除了所有的蜘蛛！,唉呀! 還以為我們已經把蜘蛛都解決完了!,Føj! Jeg troede det var slut med edderkopper!,ووی! فکر کردم از شرّ همه عنکبوت ها خلاص شدیم!,Houlà ! Je pensais qu'on s'était débarrassé de ces araignées !,"Hoppla! Ich dachte, wir wären die ganzen Spinnen losgeworden!",Astaga! Kupikir kita sudah bebas dari semua laba-laba itu!,"Accidenti! Pensavo ci fossimo liberati dei ragni, ormai!",えぇっ！クモはすべて駆除したと思ったのに！,이런! 우리가 거미를 이미 다 제거했다고 생각했는데!,Alamak! Saya ingat kita dah hapuskan semua labah-labah!,"Jał! Myślałem, że już pozbyliśmy się wszystkich pająków!",Eca! Achei que já tínhamos nos livrado dessas aranhas!,"Ой! А мне казалось, мы избавились от всех пауков!",Baj! Armiarma horietaz libratuak ginela uste nuen!,Amanın! Çoktan bütün örümceklerden kurtulduğumu sanıyordum!,"Ай! Мені здалося, що ми позбулися вже всіх павуків!",,,,
PW01_14_02_01,Text,"One more thing the thief stole, it seems.",يبدو أن هذا اللص قد سرق شيئًا آخر.,看来小偷又偷了一件东西。,看來那小偷又多偷了一樣東西。,Det ser ud til at tyven også har stjålet dem.,به نظر می آید آن دزد یک چیز دیگر را هم دزدیده است.,"Une chose de plus dérobée par le voleur, on dirait.","Das scheint noch ein Teil zu sein, das der Dieb gestohlen hat.","Satu lagi yang diambil pencuri itu, sepertinya.","Un’altra cosa che il ladro ha rubato, a quanto pare.",どうやら盗人はもう1つ盗んだらしい。,"도둑이 훔친 또 한가지, 그래 보인다.","Satu lagi barang yang dicuri pencuri, agaknya.",To chyba jeszcze jedna rzecz ukradziona przez złodzieja.,Parece que é mais uma coisa que o ladrão roubou.,"Думаю, это еще одна вещь, которую вор украл.","Lapurrak ebatsitako beste zerbait, dirudienez.",Sanırım hırsız başka bir şey daha çaldı.,"Здається, злодій вкрав ще дещо.",,,,
PW01_15_01_01,Text,My friends. Slaves to the mind.,أصدقائي. عبيد العقل.,我的朋友。大脑的奴隶。,我的朋友。內心的奴隸。,Mine venner. Slaver af sindet.,دوستان من. بردگان ذهن.,Mes amis. Esclaves de l'esprit.,Meine Freunde. Sklaven des Verstands.,Teman-temanku. Budak pikiran.,Amici miei. Schiavi della mente.,友よ。心の奴隷。,내 친구들. 마음의 노예.,Rakan saya. Hamba kepada minda.,Moi przyjaciele. Więźniowie umysłu.,Meus amigos. Escravos da mente.,Друзья мои. Рабы разума.,Lagunak. Gogoaren esklabuak.,Dostlarım. Zihin köleleri.,Мої друзі. Раби розуму.,,,,
PW01_15_01_02,Text,Trying the stop the inevitable oncoming of fear.,إنهم يحاولون إيقاف الخوف القادم الذي لا مفر منه.,尝试阻止必然会出现的恐惧。,試著阻止必然會出現的恐懼。,Prøver stadig at stoppe den uungåelige oversvømmelse af frygt.,در تلاش هستید تا راه ترس غیرقابل اجتناب را بگیری.,Qui essaient d'arrêter l'inévitable arrivée de la peur.,"Ihr versucht, die unausweichlich eintreffende Angst aufzuhalten.",Berusaha menghentikan rasa takut tak terelakkan yang akan datang.,Cercando di fermare l’inevitabile arrivo della paura.,避けようとしてもやってくる恐怖心が襲ってくるのを止めようとしている。,다가오는 두려움을 멈추려 노력하다.,Mencuba menghentikan ketibaan ketakutan yang tidak dapat dielakkan.,Próbujecie powstrzymać nieuniknione nadejście strachu.,Tentando impedor a chegada inevitável do medo.,Которые пытаются остановить неизбежное наступление страха.,Beldurraren etorrera saihestezina gelditu nahian.,Korkunun kaçınılmaz ilerleyişini durdurmaya çalışıyorum.,Намагаються зупинити наближення страху.,,,,
