key,source,target
C02_Strings_SB/1718_Topsy_Dialogue_5,"THIS LAND IS FULL OF PUZZLES AND TRICKERY. @ALWAYS REMEMBER... THINGS ARE SOMETIMES NOT WHAT THEY SEEM! @WHEN YOU GET STUCK... TRY TO SEE THINGS FROM A DIFFERENT ANGLE! @GOOD LUCK, BISCUIT SAVIOURS!","LURRALDE HAU PUZZLE ETA AMARRUEZ JOSIA DAGO. @IZAN BETI GOGOAN... GAUZAK EZ DIRA BETI DIRUDITENAK! @TRABATUTA ZAUDENEAN... SAIATU GAUZAK MODU DESBERDINEAN BEGIRATZEN!" @ZORTE ON, BIXKOTX SALBATZAILEAK!"
C02_Strings_SB/1718_WP_MessyRuins,"JOT FOUND TOPSY'S BISCUITS!","JOTEK TOPSYREN BIXKOTXAK AURKITU ZITUEN!"
C02_Strings_SB/1718_WP_MoreForest,HERE WAS A SECLUDED [WORD_1],HEMEN SEKULAKO [WORD_1] ZEUDEN
C02_Strings_SB/1718_WP_Word_7,FOREST,ZUHAITZAK
C02_Strings_SB/1718_WP_Word_8,RUIN,HONDAKINAK
C02_Strings_SB/1920_LoomedTomeTower,LOOMED #{130}TOME TOWER{100},AZALDU ZEN #{130}LIBURUKI DORREA{100}
C02_Strings_SB/1920_OnTheHorizon,"THERE, ON THE HORIZON...","HAN, ZERUMUGAN..."
C02_Strings_SB/1920_TrioStopped,OUR TRIO STOPPED IN THEIR TRACKS,GURE HIRUKOTEA BAPATEAN GELDITU ZEN
C02_Strings_SB/2122_StrangeElectricity,THERE WAS A #{115}STRANGE ELECTRICITY{100} #IN THE AIR,AIREAN #{115}ELEKTRIZITATE BITXI{100} #BAT NABARI ZEN
C02_Strings_SB/2122_VioletChat_Intro,"WHOAH... IT GOT DARK AROUND HERE PRETTY FAST. @THERE'S SOME MAGIC AFOOT... EVERYTHING FEELS KIND OF... FIZZY!","UAUU... AZKAR ILUNDU DU LEKU HONETAN. @HAU MAGIA KONTUA IZANGO DA... DENA DAGO OSO... EFERBESZENTE!
C02_Strings_SB/2324_ThrashChat_Intro,WHOAH! BOOMING BOLTS! @VERY METAL!,UAU! TXIMISTA DANBATEKOA! @OSO METALEROA!
C02_Strings_SB/2526_SpawningMonsters,THIS STRANGE ELECTRICITY WAS {125}SPAWNING MONSTERS!{100},ELEKTRIZITATE BITXI HORI {125}MUNSTROAK SORTZEN{100} ARI ZEN!
C02_Strings_SB/2728_PageChat_Intro,"HELLO, YOUNG ADVENTURERS! ARE YOU ON YOUR WAY TO TOME TOWER?","KAIXO, ABENTURAZALE GAZTEOK! LIBURUKI DORRERANTZ AL ZOAZTE?"
C02_Strings_SB/2728_PageChat_DarkWizardOccupies,"BEST BEWARE! A DARK WIZARD OCCUPIES THE TOWER... HIS MAGIC IS CAUSING PANDEMONIUM! @I MEAN, LOOK AT THIS LOVELY BRIDGE. UNMITIGATEDLY OBLITERATED!","BA KASU EMAN! AZTI ILUN BATEK HARTU DU DORREA... BERE MAGIA KAOSA SORTZEN ARI DA! @ADIBIDEZ, BEGIRA ZUBI MAITAGARRI HAU. LOTSAGABEKI DEUSEZTATUTA!"
C02_Strings_SB/2728_PageChat_PeacefulBookLands,THESE BOOKISH LANDS ARE USUALLY SO PEACEFUL. ALL THIS MAYHEM IS NOT CONDUCIVE TO READING!,
C02_Strings_SB/2728_ThrashChat_Intro,"YEP! THAT'S WHERE WE'RE HEADING.","BAIBA! HARANTZ GOAZ."
C02_Strings_SB/2728_ThrashChatAnotherWay,HMM... IS THERE ANOTHER WAY ACROSS THE WATERS?,HMM... BA AL DAGO URA GURUTZATZEKO BESTE MODURIK?
C02_Strings_SB/2728_VioletChat_Intro,OH YEAH... WRECKED!,OH BAI... SUNTSITUTA!
C02_Strings_SB/2728_VioletChat_CaveEntrance,"A CAVE ENTRANCE! PROMISING, PROMISING!","KOBA BATERAKO SARRERA! HONEK ITXURA ONA DU!"
C02_Strings_SB/2930_ThrashChat_Intro,"MAN... REAL GLOOMY! DIG THE ACOUSTICS THOUGH... @LEAD ON, JOT MY DUDE! @YOUR PLUCKY GLOW WILL LIGHT THE WAY!","ZUU... HAU ILUNTASUNA! AKUSTIKA EDERRA DAGO... @JOT, TXO, GIDA GAITZAZU! @ZURE AUSARDIAK ARGI DEZALA BIDEA!"
C02_Strings_SB/2930_WP_PathWasImpassible,THE DEADLY CREVASSE WAS [WORD_1],ARRAKALA HILGARRIA [WORD_1] ZEN
C02_Strings_SB/2930_WP_TreacherousCave,JOT EXPLORED THE [WORD_1] CAVE,JOTEK KOBA [WORD_1] ESPLORATU ZUEN
C02_Strings_SB/2930_WP_Word_1_Impassible,IMPASSABLE,IRAGANEZINA
C02_Strings_SB/2930_WP_Word_2_Treacherous,TREACHEROUS,TRAIDOREA
C02_Strings_SB/3132_VioletChat_Intro,WOULDYA LOOK AT THAT... WE CROSSED THE RIVER! @ON WE GO!,HARA... IBAIA GURUTZATU DUGU! @GOAZEN!
C02_Strings_SB/3334_VioletChat_Intro,WHOAH THERE... ALL THESE BOOKS... REALLY EERIE... @PRETTY COOL VISUAL THOUGH...,HALAA... LIBURU GUZTI HAUEK... OILO IPURDIA JARTZEN DIDATE... @IKUSKIZUN EDERRA, HALA ERE...
C02_Strings_SB/3536_DrattedPluckySquire,THAT DRATTED PLUCKY SQUIRE,EZKUTARI AUSART MADARIKATUA
C02_Strings_SB/3536_GetWhatHeDeserves,HE WILL GET WHAT HE DESERVES,MEREZI DUENA JASOKO DU
C02_Strings_SB/3536_TheTimeIsNear,THE TIME IS NEAR,UNEA HURBIL DAGO
C02_Strings_SB/3536_WretchedFoolJot,THAT WRETCHED FOOL JOT,JOT ERGEL ZIKIN HORI
C02_Strings_SB/3536_VioletChat_Intro,"UHH... @... @OK THAT'S A BIT CREEPY...","EHH... @... @TIRA, HAU NAHIKO BELDURGARRIA DA..."
C02_Strings_SB/3536a_Narration_BookBlocks,BIG BLOCKS OF BOOKS!,LIBURU BLOKE HANDIAK!
C02_Strings_SB/3536a_Word_Stacked,STACKED,PILATUTA
C02_Strings_SB/3536a_WP_PagesGround,PAGES WERE [WORD_1] ON THE GROUND.,ORRIAK LURREAN ZEUDEN [WORD_1].
C02_Strings_SB/3536a_WP_Scattered,SCATTERED,BARREIATUTA
C02_Strings_SB/3536a_WP_StackedBooks,THESE BOOKS HAD BEEN PURPOSEFULLY [WORD_1],LIBURU HAUEK NAHITA ZEUDEN [WORD_1]
C02_Strings_SB/3738_TomeTower,TOME TOWER,LIBURUKI DORREA
C02_Strings_SB/3738_RobedFigure_Huh,HUH??,EHH??
C02_Strings_SB/3738_RobedFigure_Intro,"SO... THIS IS WHERE IT ALL KICKS OFF. @A HISTORICAL LOCATION, AND NO MISTAKE.","BERAZ... HEMEN HASI ZEN DENA. @LEKU HISTORIKOA, EZ DA AUSAZKOA"
C02_Strings_SB/3738_ThrashChat_CherringOnAlso,"MOOCHING AND CHEERING, JOT - THAT'S MORE OUR STYLE!","NAGIKERIA ETA ANIMATU, JOT, HORI DA GURE ESTILOA!"
C02_Strings_SB/3738_ThrashChat_Intro,"WE'LL STAY DOWN HERE DUDE... WE DON'T WANT TO CRAMP YOUR STYLE...","GU HEMEN GELDITUKO GARA, TXO... EZ ZAITUGU MOTELDU NAHI..."
C02_Strings_SB/3738_ThrashChat_WeStayHereConfirmed,"NOPE... WE'LL MOOCH DOWN HERE INSTEAD. BUT WE'LL BE CHEERING YOU ON ALL THE WAY! @MOOCHING AND CHEERING, JOT- THAT'S MORE OUR STYLE!","EZPA... HEMEN BEHEAN IBILIKO GARA NAGIKERIAN. BAINA ANIMATU EGINGO ZAITUGU! @NAGIKERIA ETA ANIMATU, JOT, HORI DA GURE ESTILOA!"
C02_Strings_SB/3738_VioletChat_Intro,"WELL... HELLO AND... GOODBYE, I GUESS...","TIRA... KAIXO ETA... AGUR, EZTA?"
C02_Strings_SB/3738_VioletChat_Outro,GO GET THAT CHUMP!,EMAN EGURRA KAIKU HORRI!
C02_Strings_SB/3738_VioletChat_SoMuchOddness,"NO IDEA WHO THAT WAS. SO MUCH ODDNESS AROUND THESE PARTS. @ANYWAY. HERE WE ARE! TOME TOWER! @IT LOOKS LIKE HUMGRUMP IS STILL UP THERE ON THE ROOF. @IT'S TIME FOR THE PLUCKY SQUIRE TO GO TAKE CARE OF THAT CREEP!","IDEARIK ERE HORI NOR OTE ZEN. GAUZA ARRARO GEHIEGI INGURUMARI HAUETAN. @EDONOLA ERE. HEMEN GAUDE! LIBURUKI DORREA! @BADIRUDI PETRALTZAR ORAINDIK TEILATUAN DAGOELA. @GAIZKILE HORRETAZ ARDURATZEKO GARAIA IRITSI ZAIO EZKUTARI AUSARTARI!"
C02_Strings_SB/3738_VioletChat_WeStayHere,"THIS IS ONE OF THOSE DRAMATIC, HEROIC KIND OF MOMENTS, YOU KNOW... @DURING YOUR BIG SHOWDOWN YOU DON'T WANT US TWO DORKS MOOCHING AROUND IN THE BACKGROUND...","HAU UNE DRAMATIKO HORIETAKO BAT DA, HEROIKO GISAKOA-EDO, EZTA? @EZ BAITUZU NAHIKO ZURE BORROKA HANDIAN GU INGURUAN NAGIKERIAN IBILTZERIK..."
C02_Strings_SB/3738_ThrashChat_GoodLuck,"GO ON JOT, YOU'VE GOT THIS IN THE BAG! @HUMPY GRUMPY IS ABOUT TO FALL OF HIS WALL!",
C02_Strings_SB/3738_VioletChat_GoodLuck,"I'M NOT GOING TO WISH YOU LUCK... YOU DON'T NEED IT! @YOU'RE THE PLUCKY SQUIRE!","EZ DIZUT ZORTERIK OPAKO... EZ BAITUZU BEHAR! @EZKUTARI AUSARTA ZARA!"
C02_Strings_SB/3940_JotSteepSteps,JOT MADE HIS#WAY UP THE#{135}STEEP STEPS{100},JOT GORANTZ#ABIATU ZEN#{135}ESKAILERA PIKOETAN{100}
C02_Strings_SB/4142_Humgrump_Intro_1,AH!,AH!
C02_Strings_SB/4142_Humgrump_Intro_2,"THE... PLUCKY, PLUCKY SQUIRE. @I'VE BEEN WAITING FOR YOU! SO GLAD TO SEE YOU MADE IT TO TOME TOWER. @YOU MIGHT BE WONDERING WHAT HUMGRUMP IS... DOING HERE? @WELL, I HAD A HUNCHGRUMP I MIGHT FIND SOMETHING INTERESTING IN THIS OLD TOWER. @AND SOMETHING INTERESTING I DID INDEED FIND...","HEMEN... EZKUTARI AUSARTA. @ZURE ZAIN EGON NAIZ! POZTEN NAIZ ZU LIBURUKI DORREAN IKUSTEAZ. @PETRALTZAR HEMEN GOIAN ZERTAN ARI OTE DEN GALDETUKO DIOZU ZURE BURUARI... @TIRA, DORRE ZAHAR HONETAN INTERESGARRIA DEN ZERBAIT AURKITU NUENAREN SUSMOTZARRA IZAN NUEN... @BAITA AURKITU ERE..."
C02_Strings_SB/4142_HumgrumpChat_Outro,"YOU WIN. AS YOU ALWAYS DO. @YOU KNOW... THIS BOOK IS ONE OF A SERIES. AND IN EACH ONE OF THOSE BOOKS... YOU WIN... @{115}EVERY. @{130}SINGLE. @{145}STINKING. @{175}TIME!!! @BECAUSE YOU ARE THE PLUCKY SQUIRE. THE HERO OF THIS STORY. THE BOY WHO CAN DO NO WRONG. @ALWAYS VICTORIOUS! EVEN THE LITTLE STORIES YOU WRITE... BELOVED BY ALL! @INFURIATING! LIKE A... LIKE A... @... MOSQUITO... IN MY... CARDIGAN. YES... THAT IS AN ADEQUATE METAPHOR. @ME - I'M THE VILLAIN. THE TALENTLESS WIZARD WHO CAN DO NO RIGHT. DESTINED TO BE BEATEN FOREVER. @AT LEAST... THAT IS HOW IT HAS BEEN UP UNTIL NOW. BUT... MAYBE IT DOESN'T NEED TO BE THAT WAY... @MAYBE EVEN HUMGRUMP COULD GET A LITTLE GLORY FOR ONCE... IF... @... THE PLUCKY SQUIRE WERE TO BE PLUCKED FROM THE BOOK... @IF HE WERE TO BE... @{175}EJECTED!","ZUK IRABAZI. BETI BEZALA. @LIBURU HAU BILDUMA BATETAKOA DA. ETA BILDUMAKO LIBURU GUZTIETAN... IRABAZTEN DUZU... @{115}BILDUMAKO. @{130}ALE. @{145}NAZKANTE. @{175}BAKOITZEAN!!! @ZU EZKUTARI AUSARTA ZARELAKO. ISTORIO HONETAKO HEROIA. OKERRIK EGIN EZIN DUEN MUTIKOA. @BETI GARAILE! ZUK IDATZITAKO IPUINTXO HORIEK ERE DENEK MAITATUAK DIRA! @GORROTAGARRIA! ZERA... NIRE... @...JAKAN ... ELTXO BAT... BEZALA. BAI... METAFORA EGOKIA IZAN DA. @NI NAIZ GAIZTOA. ONGIRIK EGIN EZIN DUEN TALENTU GABEKO AZTIA. NIRE PATUA DA BETI GARAITUA IZATEA. @HORI BETI GERTATU IZAN DA... ORAIN ARTE. BAINA... AGIAN EZ DU BETI HORRELA IZAN BEHARRIK... @AGIAN PETRALTZARREK ERE DASTA DEZAKE LORIA PIXKA BAT BEHINGOZ... BALDIN ETA... @... EZKUTARI AUSARTA LIBURUTIK ATERAKO BALITZ... @IZANGO BALITZ... @{175}KANPORATUA!"
C02_Strings_SB/4142_HumgrumpChat_RevealBook,A BOOK! @IT WAS HIDDEN AWAY IN A VERY SECRET CHAMBER... BECAUSE THIS IS... A VERY... SPECIAL... BOOK. @THE TITLE OF THIS VERY SPECIAL BOOK IS.......,LIBURU BAT! @OSO GELA SEKRETU BATEAN EZKUTATURIK ZEGOEN... IZAN ERE... OSO LIBURU... BEREZIA DA. @LIBURU OSO BEREZI HONEN IZENBURUA HAUXE DA.......
C02_Strings_SB/4142_HumgrumpChat_RevealNarrative,"{175}THE PLUCKY SQUIRE!{100} @YES, THAT'S RIGHT. THIS BOOK IS ALL ABOUT YOU. AND ME. AND ALL WHO LIVE IN THIS DRATTED LAND. @IT IS... THE STORY OF OUR LIVES. @IT TURNS OUT, YOU SEE, THAT OUR LAND OF MOJO IS JUST... @...{150}A SETTING IN A STORYBOOK!{100} @HARD TO BELIEVE? I ASSURE YOU... IT'S TRUE. @WHAT I'M HOLDING HERE IS A COPY OF THAT STORYBOOK. A BOOK WITHIN THE BOOK, IF YOU WILL. @I READ THE BOOK... IT'S VERY INTERESTING. @YOU AND THAT WITCH GIRL ADVENTURING THROUGH THE LAND... @MEETING UP WITH THE MOUNTAIN TROLL, MAKING YOUR WAY HERE TO MEET ME... @IN FACT... I READ AHEAD... TO THIS VERY CHAPTER. I'VE SEEN WHAT HAPPENS NEXT. @WE FIGHT, HERE ON THE ROOF. ANY GUESSES HOW THAT TURNS OUT?","{175}EZKUTARI AUSARTA!{100} @BAI, HALAXE DA: LIBURU HAU ZURI ETA NIRI BURUZKOA DA. ETA LURRALDE HONETAKO BIZTALE GUZTIEI BURUZKOA. @HAU... GURE BIZITZEN ISTORIOA DA. @IKUSTEN DENEZ, GURE MOJO LURRALDEA... @...{150}HAURRENTZAKO IPUIN BATEKO LEKU BAT DA!{100} @SINESTEZINA? ENTZUN ONGI... EGIA DA. @HEMEN DUDAN HAU IPUIN HORREN KOPIA BAT DA. LIBURUA LIBURU BATEN BARRUAN, NOLABAIT ESATEARREN. @LIBURUA IRAKURRI DUT... OSO INTERESGARRIA. @ZU ETA SORGIN HORI LURRALDEAN ZEHAR ABENTURA HASI... @MENDIKO TROLLAREKIN TOPATU ZINETENEKOA, NI AURKITZEKO HONAINOKO BIDEA... @ETA... AURRERAXEAGO EGIN DUT... KAPITULU HONETARA AILEGATU ARTE. GERTATUKO DENA IKUSI DUT. @BORROKA EGINGO DUGU, HEMENTXE BERTAN. BADAKIZU ZER GERTATUKO DEN?",
C02_Strings_SB/4142_HumgrumpEject_1,YOU WIN. AS YOU ALWAYS DO. @YOU KNOW... THIS BOOK IS ONE OF A SERIES. AND IN EACH ONE OF THOSE BOOKS... YOU WIN... ,
C02_Strings_SB/4142_HumgrumpEject_2,{115}EVERY. @{130}SINGLE. @{145}STINKING. ,
C02_Strings_SB/4142_HumgrumpEject_3,{175}TIME!!! ,
C02_Strings_SB/4142_HumgrumpEject_4,BECAUSE YOU ARE THE PLUCKY SQUIRE. THE HERO OF THIS STORY. THE BOY WHO CAN DO NO WRONG. @ALWAYS VICTORIOUS! EVEN THE LITTLE STORIES YOU WRITE... BELOVED BY ALL! @INFURIATING! LIKE A... LIKE A... @... MOSQUITO... IN MY... CARDIGAN. YES... THAT IS AN ADEQUATE METAPHOR. ,
C02_Strings_SB/4142_HumgrumpEject_5,"ME - I'M THE VILLAIN. THE TALENTLESS WIZARD WHO CAN DO NO RIGHT. DESTINED TO BE BEATEN FOREVER. ",
C02_Strings_SB/4142_HumgrumpEject_6,"AT LEAST... THAT IS HOW IT HAS BEEN UP UNTIL NOW. BUT... MAYBE IT DOESN'T NEED TO BE THAT WAY... @MAYBE EVEN HUMGRUMP COULD GET A LITTLE GLORY FOR ONCE... IF... @... THE PLUCKY SQUIRE WERE TO BE PLUCKED FROM THE BOOK... @IF HE WERE TO BE... @{175}EJECTED!",
C02_Strings_SB/4344_DefeatedWretchedWizard,AND SO #THE PLUCKY SQUIRE #ONCE AGAIN #{140}DEFEATED{100} #THE WRETCHED WIZARD #{140}HUMGRUMP,ETA HORRELA#EZKUTARI AUSARTAK#BERRIRO ERE#{140}GARAITU ZUEN{100} #{140}PETRALTZAR{100} #AZTI MADARIKATUA
C02_Strings_SB/4344_MoonbeardChat_Intro,"JOT, MY LAD! WELCOME BACK TO MOJO! @WE HAVE MUCH TO DISCUSS.","JOT, LAGUN! ONGI ETORRI BERRIZ MOJORA! @ASKO DUGU HITZ EGITEKO."
C02_Strings_SB/DESK_ScaredNPC_Dialogue01,"...........??!! @DON'T.... MOVE... A MUSCLE.....!! @... @OK, MAYBE IT CAN'T SEE US... BUT MOVE A MUSCLE AWAY FROM ME, WILL YA?",
C02_Strings_SB/1718_WP_01_Empty,HERE WAS A SECLUDED _____,
C02_Strings_SB/1718_WP_01_Iteration_01,HERE WAS A SECLUDED [FOREST],
C02_Strings_SB/1718_WP_01_Iteration_02,HERE WAS A SECLUDED [RUIN],
C02_Strings_SB/3536_WP_01_Empty,THESE BOOKS HAD BEEN PURPOSEFULLY _____,
C02_Strings_SB/3536_WP_01_Iteration_01,THESE BOOKS HAD BEEN PURPOSEFULLY [STACKED],
C02_Strings_SB/3536_WP_01_Iteration_02,THESE BOOKS HAD BEEN PURPOSEFULLY [SCATTERED],
C02_Strings_SB/DESK_StealthTutoHeader,STEALTH MODE,
C02_Strings_SB/DESK_StealthTuto,MOVE QUIETLY AND SNEAK PAST THE BEETLE,
C02_Strings_SB/DESK_RunTutoHeader,RUN,
C02_Strings_SB/DESK_RunTuto,HOLD LT TO RUN FOR YOUR LIFE!,
C02_Strings_SB/DESK_ThrowTutoHeader,NOISE DISTRACTION,
C02_Strings_SB/DESK_ThrowTuto,PRESS B TO PICK AND THROW OBJECTS TO CREATE NOISE DISTRACTION,
C02_Strings_SB/DESK_Page_Lunchbox01,OH... HELLO? @IS THERE SOMEONE OUT THERE? ,OH... KAIXO? @BA AL DAGO INOR KANPOAN? 
C02_Strings_SB/DESK_Page_Lunchbox02,"MARVELLOUS! @PHEW... IT WAS RATHER STUFFY IN THERE, I MUST SAY. I DON'T EVEN LIKE CARROTS... @HELLO THERE! MY NAME IS PAGE, AND I AM A BOOKWORM.","APARTA! @FIU... LEKU ITOGARRIA ZEN, EGIA ESAN. AZENARIOAK ERE EZ DITUT GUSTUKO... @KAIXO! PAGE DUT IZENA, ETA PAPERJALE BAT NAIZ."
C02_Strings_SB/DESK_Page_Lunchbox03,"HELLO THERE AGAIN! @DO YOU SEE THAT MAGICAL SWIRLY GREEN THING? @THAT'S A METAMAGIC PORTAL, THAT IS. IT SEEMS TO ALLOW TRAVEL BETWEEN DIFFERENT WORLDS. @MOST CHARACTERS CANNOT TRAVEL THROUGH THESE PORTALS OR PASS BETWEEN REALMS... @BUT, JOT... YOU'VE ALREADY MADE THAT LEAP ONCE. MAYBE YOU COULD DO IT AGAIN... @TRY JUMPING THROUGH THE PORTAL, YOUNG SQUIRE!","KAIXO BERRIZ ERE! @GAUZA ORLEGI MAGIKO BIRAKARI HORI DAKUSAZU? @ATARI METAMAGIKO BAT DA. MUNDU DESBERDINETAKO BIDAIAK AHALBIDETZEN DITU. @PERTSONAIA GEHIENEK EZIN DUTE ATARI HAUETAN ZEHAR BIDAIATU EDO ERREALITATEZ ALDATU... @BAINA, JOT... ZUK LEHENDIK EMAN DUZU JAUZIA. AGIAN BERRIRO EGIN ZENEZAKE... @SAIA ZAITEZ ATARIAN ZEHAR IGAROTZEN, EZKUTARI GAZTEA!",
C02_Strings_SB/DESK_Page_Lunchbox04,"REMARKABLE! @SOME OF THAT METAMAGIC MUST HAVE RUBBED OFF ON YOU, JOT... @LIKE ME, IT SEEMS YOU NOW HAVE THE POWER TO LEAP BETWEEN WORLDS! @NOW, THIS WORLD HERE IS A SKETCH THAT WAS DRAWN BY THE OCCUPANT OF THIS ROOM... @AND THE OWNER OF YOUR STORYBOOK, JOT...A YOUNG BOY NAMED SAM. @HE'S A VERY CREATIVE CHILD... YOU'LL FIND HIS SKETCHES ALL OVER THIS DESK. @SINCE YOU CAN JUMP INTO THEM, MAYBE YOU CAN USE THEM TO GET AROUND!","ZORAGARRIA! @METAMAGIA HORREN ZEOZER ERANTSIKO ZITZAIZUN, JOT... @BADIRUDI NIRE ANTZERA MUNDUETAN ZEHAR JAUZI EGITEKO BOTEREA DUZULA! @ORAIN, HEMENGO MUNDU HAU ESKUZ EGINDAKO ZIRRIBORROA DA, GELA HONEN JABEAK EGINA... @ZURE IPUINAREN JABEA DEN BERAK, JOT...SAM IZENEKO MUTIKOA. @SORMEN HANDIKO GAZTEA DA... BERE ZIRRIBORROAK MAHAI GUZTIAN ZEHAR AURKITUKO DITUZU. @HORIEN BARRURA JAUZI EGIN DEZAKEZUNEZ, BEHARBADA MUGITZEKO ERABIL DITZAKEZU!"
C02_Strings_SB/DESK_Page_Lunchbox06,"REMARKABLE! @SOME OF THAT METAMAGIC MUST HAVE RUBBED OFF ON YOU, JOT... @LIKE ME, IT SEEMS YOU NOW HAVE THE POWER TO LEAP BETWEEN WORLDS! @NOW, THIS WORLD HERE IS A SKETCH THAT WAS DRAWN BY THE OCCUPANT OF THIS ROOM... @AND THE OWNER OF YOUR STORYBOOK, JOT...A YOUNG BOY NAMED SAM. @HE'S A VERY CREATIVE CHILD... YOU'LL FIND HIS SKETCHES ALL OVER THIS DESK. @SINCE YOU CAN JUMP INTO THEM, MAYBE YOU CAN USE THEM TO GET AROUND! @I CAN'T HELP BUT NOTICE... YOU'VE BROUGHT AN ITEM WITH YOU! @A NOURISHING ITEM... IT MAY BE OF SOME USE!","ZORAGARRIA! @METAMAGIA HORREN ZEOZER ERANTSIKO ZITZAIZUN, JOT... @BADIRUDI NIRE ANTZERA MUNDUETAN ZEHAR JAUZI EGITEKO BOTEREA DUZULA! @ORAIN, HEMENGO MUNDU HAU ESKUZ EGINDAKO ZIRRIBORROA DA, GELA HONEN JABEAK EGINA... @ZURE IPUINAREN JABEA DEN BERAK, JOT...SAM IZENEKO MUTIKOA. @SORMEN HANDIKO GAZTEA DA... BERE ZIRRIBORROAK MAHAI GUZTIAN ZEHAR AURKITUKO DITUZU. @HORIEN BARRURA JAUZI EGIN DEZAKEZUNEZ, BEHARBADA MUGITZEKO ERABIL DITZAKEZU! @EZIN IZAN DUT EKIDIN IKUSTEA... OBJEKTU BAT ZUREKIN EKARRI DUZULA! @OBJEKTU SUSPERGARRI BAT... ERABILGARRIA IZAN DAITEKE!"
C02_Strings_SB/DESK_Page_Lunchbox05,"LET'S TRY AND FIND THE ITEM THAT WILL GET YOU HOME!",
C02_Strings_SB/DESK_Bunford_Hungry01,LOW... ENERGY... @TOO HUNGRY TO MOVE... TOO HUNGRY TO CONVERSE... @PLEASE... GET ME... A... SNACK...,ENERGIA... GUTXI... @MUGITZEKO... HITZEGITEKO... GOSE HANDIEGIA... @MESEDEZ... EMAN... MOKADUTXO... BAT...
C02_Strings_SB/DESK_Bunford_Hungry02,PLEASE... A SNACK...,MESEDEZ... MOKADUTXO BAT...
C02_Strings_SB/DESK_Page_Bunford01,"POOR BUNFORD OVER THERE... HE LOOKS FAMISHED. @THERE'S NO NOURISHMENT TO BE FOUND IN THIS SKETCH... @BUT... MAYBE THERE'S SOMETHING OUT THERE, ON THE DESK? @YOU KNOW... MAYBE YOU CAN BRING ITEMS BETWEEN WORLDS? @IT'S WORTH A SHOT!","UNTXIBI GAIXOA... HEZUR ETA AZAL DAGO... @ZIRRIBORRO HONETAN EZ DAGO BAZKARIK... @BAINA... AGIAN HOR KANPOKO ZEOZER, MAHAI GAINEAN? @AIZU, MUNDUETAN ZEHAR OBJEKTUAK GARRAIA DITZAKEZU, APIKA. @PROBA EZAZU!"
C02_Strings_SB/DESK_Page_Bunford02,EXCEPTIONAL! @YOU REALLY CAN BRING ITEMS BETWEEN REALMS... THIS MAY BE HANDY!,BIKAIN! @ERREALITATEEN ARTEAN OBJEKTUAK GARRAIA DITZAKEZU... @ERABILGARRIA IZNAGO ZAIGU!
C02_Strings_SB/DESK_Bunford_Hungry03,"UNNNHHH... SO HUNGRY... @BUT THAT FOOD ITEM YOU HAVE... @NOT REALLY INTO IT, HONESTLY...","UNNNHHH... GOSEAK... @BAINA HOR DAUKAZUN JANARI HORI... @EZ DA NIRE GUSTUKOENA, BAINA..."
C02_Strings_SB/DESK_Bunford_Hungry04,"DELICIOUS! @CARROT BOOST! ENERGY LEVELS RESTORED! @OH... AM I IN YOUR WAY? @SORRY ABOUT THAT... HERE, LET ME SCOOCH!","OSO GOZOA! @AZENARIO PIZGARRIA! ENERGIA MAILA BERRESKURATUTA! @OH... ZURE BIDEAN AL NAGO? @BARKATU... KITO, BAZTERTU NAIZ!"
C02_Strings_SB/DESK_Bunford_Hungry05,A CARROT IS A CONE OF GOLDEN LIFEFORCE!,
C02_Strings_SB/1516_Minibeard_Encounter_01_Thrash,HOLD UP! IS THAT... MOONBEARD? @HE LOOKS MUCH MORE... PETITE... THAN USUAL...,EGON! EZ AL DA... BIZARGI? @OHIKOA BAINO... ASKOZ ERE... TXIKIAGO...
C02_Strings_SB/1516_Minibeard_Encounter_02_Violet,"OH THAT'S NOT MOONBEARD, THRASH. @THAT'S MINIBEARD! HE'S LIKE A TINY VERSION OF MOONBEARD. @USUALLY YOU'LL FIND HIM AT MOONBEARD'S HOUSE, HELPING HIM OUT. @TODAY IT LOOKS LIKE HE'S OUT AND ABOUT... @HEY MINIBEARD, WHAT'S COOKING?","AH HORI EZ DA BIZARGI, THRASH. @HORI MINILARGI DA! BIZARGIREN BERTSIO ÑIMIÑOA DA. @GEHIENETAN BIZARGIREN ETXEAN EGOTEN DA, LAGUNTZEN. @BADIRUDI GAUR PARRANDAN DABILELA... @IEPA MINILARGI, ZE MARTXA?"
C02_Strings_SB/1516_Minibeard_Encounter_03_Minibeard,"YO. @YOU'LL NEED A KEY IF YOU WANT TO BE JOURNEYIN' ONWARD. @IF YOU WALK TO THE RIGHT HERE YOU JUST MIGHT FIND ONE. @FREE ADVICE FROM OLD MINIBEARD.","IEP. @HEMENDIK AURRERA JARRAITZEKO GILTZA BAT BEHARKO DUZUE. @ESKUINERANTZ JOZ GERO BAT AURKI DEZAKEZUE. @MINILARGI ZAHARRAREN DOAKO AHOLKUA."
